SpecimenID,ImageID,FileMD5,SessionID,SessionCollectorName,SessionCollectionDate,SessionCollectionMethod,SessionSpecimenCondition,SessionNotes,SessionCreatedAt,SessionCompletedAt,SessionSubmittedAt,SessionUpdatedAt,SessionHardwareID,ProgramCountry,DeviceID,DeviceModel,DownloadedFilename,SpeciesLabel,PhoneModel
VAB615,31391,ceb8e136f05b39a98dc05c0aefb8ed0f,2556,Aryaman Shodhan,2026-06-24T01:27:00.000Z,Other Insectary,Dessicated,Anopheles Gambiae,2026-06-24T01:27:00.000Z,2026-06-24T01:30:53.000Z,2026-06-24T01:30:32.000Z,2026-06-24T01:30:32.000Z,Realme C53,United States of America,245,realme RMX3762,image_31391_ea404546601a6705bdc14098c2e574ee.jpg,anopheles_gambiae,realme RMX3762
VAB615,31392,3c3c6f787deb6a3193039daa4bd7dea5,2556,Aryaman Shodhan,2026-06-24T01:27:00.000Z,Other Insectary,Dessicated,Anopheles Gambiae,2026-06-24T01:27:00.000Z,2026-06-24T01:30:53.000Z,2026-06-24T01:30:32.000Z,2026-06-24T01:30:32.000Z,Realme C53,United States of America,245,realme RMX3762,image_31392_b1a576ae3ce21d7bba626c56648220e0.jpg,anopheles_gambiae,realme RMX3762
VAB615,31393,e57d01dc438aa74e7269d5db99012a41,2556,Aryaman Shodhan,2026-06-24T01:27:00.000Z,Other Insectary,Dessicated,Anopheles Gambiae,2026-06-24T01:27:00.000Z,2026-06-24T01:30:53.000Z,2026-06-24T01:30:32.000Z,2026-06-24T01:30:32.000Z,Realme C53,United States of America,245,realme RMX3762,image_31393_bf2132c1b108684cb5a7b95e7d353b31.jpg,anopheles_gambiae,realme RMX3762
VAB614,31388,78bea4acf29bfaab5562e576f1c489b1,2556,Aryaman Shodhan,2026-06-24T01:27:00.000Z,Other Insectary,Dessicated,Anopheles Gambiae,2026-06-24T01:27:00.000Z,2026-06-24T01:30:53.000Z,2026-06-24T01:30:32.000Z,2026-06-24T01:30:32.000Z,Realme C53,United States of America,245,realme RMX3762,image_31388_88a70c5c44f06470849c739b54c4d969.jpg,anopheles_gambiae,realme RMX3762
VAB614,31389,a091bc4494695b4888f6accb44d1fa15,2556,Aryaman Shodhan,2026-06-24T01:27:00.000Z,Other Insectary,Dessicated,Anopheles Gambiae,2026-06-24T01:27:00.000Z,2026-06-24T01:30:53.000Z,2026-06-24T01:30:32.000Z,2026-06-24T01:30:32.000Z,Realme C53,United States of America,245,realme RMX3762,image_31389_6d5b3799ce8f7658ed7996c60efd7d1c.jpg,anopheles_gambiae,realme RMX3762
VAB614,31390,4c6544164d75947bfe81b9d15e007996,2556,Aryaman Shodhan,2026-06-24T01:27:00.000Z,Other Insectary,Dessicated,Anopheles Gambiae,2026-06-24T01:27:00.000Z,2026-06-24T01:30:53.000Z,2026-06-24T01:30:32.000Z,2026-06-24T01:30:32.000Z,Realme C53,United States of America,245,realme RMX3762,image_31390_152699c62f01543181b5397253b17b41.jpg,anopheles_gambiae,realme RMX3762
VAB613,31385,4ef69da63d4f2195df14326c8b0b4024,2556,Aryaman Shodhan,2026-06-24T01:27:00.000Z,Other Insectary,Dessicated,Anopheles Gambiae,2026-06-24T01:27:00.000Z,2026-06-24T01:30:53.000Z,2026-06-24T01:30:32.000Z,2026-06-24T01:30:32.000Z,Realme C53,United States of America,245,realme RMX3762,image_31385_00e565ce7e7169256d537d03e419e8f2.jpg,anopheles_gambiae,realme RMX3762
VAB613,31386,b5eac3619809175333e73d6c61880410,2556,Aryaman Shodhan,2026-06-24T01:27:00.000Z,Other Insectary,Dessicated,Anopheles Gambiae,2026-06-24T01:27:00.000Z,2026-06-24T01:30:53.000Z,2026-06-24T01:30:32.000Z,2026-06-24T01:30:32.000Z,Realme C53,United States of America,245,realme RMX3762,image_31386_2201453ace3a81d10f8e90d97122bcc3.jpg,anopheles_gambiae,realme RMX3762
VAB613,31387,b3a91ad9e9c55ec5fc93f9acf37a67b6,2556,Aryaman Shodhan,2026-06-24T01:27:00.000Z,Other Insectary,Dessicated,Anopheles Gambiae,2026-06-24T01:27:00.000Z,2026-06-24T01:30:53.000Z,2026-06-24T01:30:32.000Z,2026-06-24T01:30:32.000Z,Realme C53,United States of America,245,realme RMX3762,image_31387_47e2f4100c545923566dcf2e2dde11a5.jpg,anopheles_gambiae,realme RMX3762
VAB612,31382,f4771227914d559229f356b596110915,2556,Aryaman Shodhan,2026-06-24T01:27:00.000Z,Other Insectary,Dessicated,Anopheles Gambiae,2026-06-24T01:27:00.000Z,2026-06-24T01:30:53.000Z,2026-06-24T01:30:32.000Z,2026-06-24T01:30:32.000Z,Realme C53,United States of America,245,realme RMX3762,image_31382_898133cdc486f535326613f2d4cf5b30.jpg,anopheles_gambiae,realme RMX3762
