Filename,TrueSpecies,PredictedSpecies,Correct,MaxConfidence
image_30798_af9ab111d09f1ab342592b427e1a14a3.jpg,anopheles_stephensi,no_detection,False,-
image_30888_241d315cc06be11c3f25951ef2327a0f.jpg,anopheles_gambiae,aedes_aegypti,False,0.82216436
image_31046_b3a509c1657e037372639e67709d4bd8.jpg,anopheles_gambiae,aedes_aegypti,False,0.8045295
image_30999_3b6d5dbcf9a2275047fdfd41b17b0708.jpg,anopheles_gambiae,aedes_aegypti,False,0.8047174
image_31202_ca7db8357037cb2ba64c1f63349665fc.jpg,anopheles_stephensi,aedes_aegypti,False,0.82051396
image_30895_f3f4c14b53c6a4b77276e2920835e0eb.jpg,anopheles_gambiae,aedes_aegypti,False,0.82278436
image_31388_88a70c5c44f06470849c739b54c4d969.jpg,anopheles_gambiae,aedes_aegypti,False,0.8123341
image_31324_217a7af2b165b66488fd1dca042df44f.jpg,aedes_aegypti,anopheles_stephensi,False,0.7118562
image_30917_4a9ce25f9db6db77237548471ebbdc4b.jpg,anopheles_stephensi,aedes_aegypti,False,0.8068869
image_31092_c44d5dd8d336b8dab5e6da55e4c149b9.jpg,anopheles_gambiae,aedes_aegypti,False,0.8299766
image_31139_1cd723a1069e7be97a177c7c189200df.jpg,anopheles_gambiae,aedes_aegypti,False,0.73218274
image_30756_c87374e9c902699a20d7a660ccf41406.jpg,anopheles_gambiae,aedes_aegypti,False,0.90161926
image_30947_e9c309372fae384c85981374a0ef1787.jpg,anopheles_stephensi,aedes_aegypti,False,0.8177518
image_30916_586da2cdb1690f963b49f172da3e2e9b.jpg,anopheles_stephensi,aedes_aegypti,False,0.7948767
image_30821_37e711fe63d3ff73ea686570be1bb969.jpg,anopheles_gambiae,aedes_aegypti,False,0.78750044
image_30674_e76ac6a9a8966548c8ff0a561f537c72.jpg,anopheles_gambiae,aedes_aegypti,False,0.9098083
image_30950_fc9b4899fb2a9668244b5df21b4127cf.jpg,anopheles_stephensi,aedes_aegypti,False,0.79171467
image_31034_04a1ee026784694de7bef19476dd0956.jpg,anopheles_gambiae,aedes_aegypti,False,0.8159484
image_30638_238e54ea1fba592f7fd51f43dd58954d.jpg,anopheles_gambiae,aedes_aegypti,False,0.8039159
image_31360_71e46926ef81c478ee18cacd6a922b00.jpg,aedes_aegypti,aedes_aegypti,True,0.7926578
image_31109_f14377d395c064e4a323e5180ec5087f.jpg,anopheles_gambiae,aedes_aegypti,False,0.81871533
image_30775_fcfe224c6ebe6683745d8a43f4b6ab03.jpg,anopheles_gambiae,aedes_aegypti,False,0.82295656
image_31185_8a16d7df1aae3358b419beda80e4b072.jpg,anopheles_stephensi,aedes_aegypti,False,0.7957977
image_30679_536fcaaa4a1bc8fc286784f749f36fd6.jpg,anopheles_gambiae,aedes_aegypti,False,0.86058986
image_30832_1486778f986b603fdb43bf840750bdb7.jpg,anopheles_gambiae,aedes_aegypti,False,0.8499817
image_30602_60b87331bb26bcf12544f98e5ed19dd8.jpg,aedes_aegypti,aedes_aegypti,True,0.63907725
image_31273_96ca6f4c544790f6c3f99462894d28be.jpg,anopheles_stephensi,anopheles_stephensi,True,0.8468507
image_30664_503aa3eac0c2bc7b2e51f3ca136cc54b.jpg,anopheles_gambiae,aedes_aegypti,False,0.8030091
image_30593_a33161a67282ac0f5e9d0797cdb2f071.jpg,aedes_aegypti,anopheles_stephensi,False,0.63037926
image_31390_152699c62f01543181b5397253b17b41.jpg,anopheles_gambiae,aedes_aegypti,False,0.8126828
image_31183_faf6c6b866f61d6a1da68e3367b1e262.jpg,anopheles_stephensi,aedes_aegypti,False,0.8140633
image_30839_819eabcb939514293c0f6b46053f19d8.jpg,anopheles_gambiae,aedes_aegypti,False,0.8359724
image_30774_4613a69cddda79c7a2920a21f668b864.jpg,anopheles_gambiae,aedes_aegypti,False,0.82107115
image_31213_cc414b600da83f3425f87150350d18a7.jpg,anopheles_stephensi,aedes_aegypti,False,0.82266635
image_30828_7b33de1583b11be00429af40a4f99ec3.jpg,anopheles_gambiae,aedes_aegypti,False,0.85465264
image_30677_10c3f4274cc0ea341f7da0e66de4f126.jpg,anopheles_gambiae,aedes_aegypti,False,0.8814766
image_30795_3e0a299e922fb43c0cc38f1ef8198637.jpg,anopheles_stephensi,aedes_aegypti,False,0.8024692
image_31342_8f455f557dfbd6807cba5579c490ce35.jpg,anopheles_gambiae,aedes_aegypti,False,0.80701953
image_30962_c7df5c61d010c91c5689a0599d5f63f0.jpg,anopheles_stephensi,aedes_aegypti,False,0.82176137
image_30700_1951b13f5c94f6b324e17224a3723a19.jpg,anopheles_gambiae,aedes_aegypti,False,0.8997809
image_30693_aa1e550f5a04241421625febf4473443.jpg,anopheles_gambiae,aedes_aegypti,False,0.8183896
image_31203_fdde1d0b8ea55a2125dd687c53ee6015.jpg,anopheles_stephensi,aedes_aegypti,False,0.7993752
image_31122_cef16811a5776f28e4965458773e07a7.jpg,anopheles_gambiae,aedes_aegypti,False,0.833829
image_30612_5f17de6c07c0c808d1a8536fa012c39e.jpg,aedes_aegypti,aedes_aegypti,True,0.8370495
image_31217_8c155feeec83f5da3c059fafa0c40bac.jpg,anopheles_stephensi,aedes_aegypti,False,0.84283864
image_31385_00e565ce7e7169256d537d03e419e8f2.jpg,anopheles_gambiae,aedes_aegypti,False,0.8340457
image_31337_55a4f7136a8335a3faa591f2d5c67554.jpg,anopheles_gambiae,aedes_aegypti,False,0.74441665
image_30634_44878e20900df56fe2cf4b415e4db610.jpg,anopheles_gambiae,aedes_aegypti,False,0.85312575
image_30663_9198c1febd271c9cf69a465599169c98.jpg,anopheles_gambiae,aedes_aegypti,False,0.8067861
image_30958_c6efd1f7211e0aa07931ec95e607fd77.jpg,anopheles_stephensi,aedes_aegypti,False,0.7906007
image_30778_f01634c2a6d48c89111d4b97904745c5.jpg,anopheles_gambiae,aedes_aegypti,False,0.8046906
image_31272_3867089ded5bc76719672acb70830ee2.jpg,anopheles_stephensi,aedes_aegypti,False,0.5357654
image_31348_304d633e13df9c1c29ee616bee838b50.jpg,anopheles_gambiae,aedes_aegypti,False,0.8160858
image_30596_1d36a0247545f9523ff7a46ea72f7e77.jpg,aedes_aegypti,anopheles_stephensi,False,0.73245656
image_30617_5091befcd3cb3631c4f26d86f194eac1.jpg,aedes_aegypti,anopheles_stephensi,False,0.84500813
image_30827_12b305b88f3ebc46225e11400c47e274.jpg,anopheles_gambiae,aedes_aegypti,False,0.7587855
image_30985_99a3746cd56327fb8cc64ca5251896da.jpg,anopheles_gambiae,aedes_aegypti,False,0.7797395
image_31015_f198a7e015dca9ebaf929c012726f393.jpg,anopheles_gambiae,aedes_aegypti,False,0.79444003
image_31218_816987ed5775162888b51c5909aef8be.jpg,anopheles_stephensi,aedes_aegypti,False,0.75608295
image_31281_150881aff3411640acf1467391b438e8.jpg,anopheles_stephensi,anopheles_stephensi,True,0.83478
image_30826_3e8f888aa736bc5c61b74707762dc165.jpg,anopheles_gambiae,aedes_aegypti,False,0.7506876
image_31018_60924b4d63b905b3acdf01e43130437b.jpg,anopheles_gambiae,aedes_aegypti,False,0.80584586
image_31330_a6778317e74b710a5684a1180ad16328.jpg,aedes_aegypti,aedes_aegypti,True,0.8250416
image_30922_47262e0e0ed578a6f692c810ff2f0fe0.jpg,anopheles_stephensi,aedes_aegypti,False,0.72111666
image_30619_ff7d3a5a218d54a0177fc01006c2dfb2.jpg,aedes_aegypti,anopheles_stephensi,False,0.7829326
image_30912_8593b705328496b93b9e2af01572a88e.jpg,anopheles_stephensi,aedes_aegypti,False,0.82981205
image_30836_4b5c9532f59ff6f4be9902c1ac50252a.jpg,anopheles_gambiae,aedes_aegypti,False,0.84271574
image_31393_bf2132c1b108684cb5a7b95e7d353b31.jpg,anopheles_gambiae,aedes_aegypti,False,0.8152143
image_31173_b4653b4436eab083fe0185316f314a17.jpg,anopheles_stephensi,aedes_aegypti,False,0.799368
image_31268_b42db99de4654f6324a93a50b3173ed7.jpg,anopheles_gambiae,aedes_aegypti,False,0.89011204
image_30598_663a024156d4f61ff6a34bb7fabc5aa9.jpg,aedes_aegypti,anopheles_stephensi,False,0.8261536
image_30913_bba97c7209f996c021ed9a836bf29a29.jpg,anopheles_stephensi,aedes_aegypti,False,0.76777554
image_30875_f9617b8f85e336ef8e370586f3ba3d23.jpg,anopheles_stephensi,aedes_aegypti,False,0.8298719
image_31024_58edd4fd78d01739e5413d024df81480.jpg,anopheles_gambiae,aedes_aegypti,False,0.8325265
image_31270_aa3f49a348d5f272b0ab784d7e947e01.jpg,anopheles_gambiae,aedes_aegypti,False,0.73986506
image_31003_daa73923df3d127a4058c2cc8fceda1e.jpg,anopheles_gambiae,no_detection,False,-
image_30859_0a548fdc96c00d553c3d0eac4cef8389.jpg,anopheles_stephensi,aedes_aegypti,False,0.83122367
image_30848_c471832dd7a9e5aea1508e8c5147836b.jpg,anopheles_stephensi,aedes_aegypti,False,0.8018017
image_31283_4603c530e674ab3205e8541dfec5083c.jpg,anopheles_stephensi,anopheles_stephensi,True,0.8574654
image_30824_a0e49e9f75bd1735ce073296ded7cf3b.jpg,anopheles_gambiae,aedes_aegypti,False,0.833589
image_31177_89c203b65e469ae5376d9fdcc9971d23.jpg,anopheles_stephensi,aedes_aegypti,False,0.8355674
image_30918_25a5257b18ad7e9dec906a57e14ad587.jpg,anopheles_stephensi,aedes_aegypti,False,0.84251606
image_30884_12cec9e7d53cf6d90eea8223d2b8bbf9.jpg,anopheles_gambiae,no_detection,False,-
image_31094_73086483e173702a3efe46d1b4a6a9aa.jpg,anopheles_gambiae,aedes_aegypti,False,0.8262895
image_31323_da26b2ae9f874f18afd84be87a1ddd44.jpg,aedes_aegypti,aedes_aegypti,True,0.5313061
image_30920_c6d0ceabf84938e2863f8a071e81a79d.jpg,anopheles_stephensi,aedes_aegypti,False,0.6506133
image_30849_88219dbea05646e61aa0dd5e033fd67d.jpg,anopheles_stephensi,aedes_aegypti,False,0.8364401
image_31341_5eef824fe57404f29309fd2fd2e80ef9.jpg,anopheles_gambiae,aedes_aegypti,False,0.80718607
image_30662_d20220a2264d05ab704d9a397e84dc1b.jpg,anopheles_gambiae,aedes_aegypti,False,0.83292663
image_30773_1d427ea206b6c52f75bd9a826aa9fd87.jpg,anopheles_gambiae,aedes_aegypti,False,0.80507755
image_30955_122f00fc577567a925f904420834c616.jpg,anopheles_stephensi,aedes_aegypti,False,0.8063367
image_31371_cdb49e13539da9952c2eea7376ebb816.jpg,aedes_aegypti,no_detection,False,-
image_31344_0011cb5e27f9b3012052cb9dc11f2632.jpg,anopheles_gambiae,aedes_aegypti,False,0.81233656
image_30701_6f58f49c3cab85479b3062332e4d8c68.jpg,anopheles_gambiae,no_detection,False,-
image_30697_c01d77124089046c9862362c226cc3a5.jpg,anopheles_gambiae,aedes_aegypti,False,0.8881095
image_31002_3e4ee1f559b20f16e68e5aee03d8ce96.jpg,anopheles_gambiae,aedes_aegypti,False,0.6624106
image_31175_c46ae0404105ed4937fd1bf496940eaa.jpg,anopheles_stephensi,aedes_aegypti,False,0.7546337
image_31128_545db9f2afd49672ce013babe6b8e1c7.jpg,anopheles_gambiae,aedes_aegypti,False,0.8250553
image_30835_aecd1092bef61c5e8275cdaf060c0de8.jpg,anopheles_gambiae,anopheles_gambiae,True,0.5821328
image_30658_b18dcb1d685bd8dfbd88d56eb652ef26.jpg,anopheles_gambiae,aedes_aegypti,False,0.80281353
image_30661_78c415de84a6466ad7450b0cb338ae71.jpg,anopheles_gambiae,aedes_aegypti,False,0.835214
image_31086_4ba6e9023b98c721bc1b4e22f38b3bb3.jpg,anopheles_gambiae,aedes_aegypti,False,0.8320448
image_31000_f082846ac3545ff0e1150a5ebf3d44c9.jpg,anopheles_gambiae,aedes_aegypti,False,0.81254315
image_31386_2201453ace3a81d10f8e90d97122bcc3.jpg,anopheles_gambiae,aedes_aegypti,False,0.79607856
image_30907_874eb3ab39e03def9e5915096facca55.jpg,anopheles_stephensi,aedes_aegypti,False,0.8205049
image_31351_c8e64ab843cbe32bfeb20a4846bfea8f.jpg,anopheles_gambiae,aedes_aegypti,False,0.8038481
image_30615_7e552c05ef5653d848a2cf6c5ad984ce.jpg,aedes_aegypti,no_detection,False,-
image_30898_e3e1178d2cc5c1f19d2fa45e67c4636a.jpg,anopheles_gambiae,aedes_aegypti,False,0.81511
image_30857_5b40b706b8cc54735ea8c264feefeedd.jpg,anopheles_stephensi,aedes_aegypti,False,0.82245183
image_30696_16ccf776d3f5c14e6668bbce27e667ae.jpg,anopheles_gambiae,aedes_aegypti,False,0.80744225
image_30586_88bcf5461cf45f3ea65a093fbf608d88.jpg,aedes_aegypti,aedes_aegypti,True,0.8041841
image_30894_e18dae87175d45c0fc374b545c905b34.jpg,anopheles_gambiae,aedes_aegypti,False,0.6817543
image_30794_b945f45b17897af921126171c6c560c2.jpg,anopheles_stephensi,aedes_aegypti,False,0.82532173
image_31017_350839a5338033686bf57a3e6992e9e1.jpg,anopheles_gambiae,aedes_aegypti,False,0.8536472
image_30984_d6709120253e598b4259b0b9adc8bbb6.jpg,anopheles_gambiae,aedes_aegypti,False,0.8360145
image_31274_9e1fd458bde1f1e23fb4e4806de0d391.jpg,anopheles_stephensi,anopheles_stephensi,True,0.84555495
image_30766_b5bd16cc8aca9e5f52b9dd81916fc3f5.jpg,anopheles_gambiae,aedes_aegypti,False,0.8418084
image_30657_e84463adeff66d42ae874e378cdf4520.jpg,anopheles_gambiae,aedes_aegypti,False,0.84082985
image_31028_372f1cc8a6f811b2550b617fabb5c0d4.jpg,anopheles_gambiae,aedes_aegypti,False,0.81338894
image_30919_b2d37f32a706cf12ff9b4c80fc88f559.jpg,anopheles_stephensi,aedes_aegypti,False,0.80283934
image_31029_3fa158caa56b0dc21925a34cf40a8ea0.jpg,anopheles_gambiae,aedes_aegypti,False,0.7524884
image_30948_46eed445f628b3fabb34ea8358bda633.jpg,anopheles_stephensi,aedes_aegypti,False,0.8341329
image_31036_e4a60e2875ab2d65792995d59b13ccc4.jpg,anopheles_gambiae,aedes_aegypti,False,0.8428009
image_30776_f8aa87bd7afc2889c72fd69ecd1b2ba6.jpg,anopheles_gambiae,aedes_aegypti,False,0.82073295
image_30799_627c0a14578d25ee55fc0a203fd1c7bb.jpg,anopheles_stephensi,aedes_aegypti,False,0.7718113
image_31285_f7086a7d85df74a83ac34a549cf766a1.jpg,anopheles_stephensi,anopheles_stephensi,True,0.81729853
image_30625_5ef6c941f63701e6e687735ec3070594.jpg,anopheles_gambiae,aedes_aegypti,False,0.81526285
image_30981_8e14ceeb50a643fcef7b454a4cd20754.jpg,anopheles_gambiae,aedes_aegypti,False,0.6595862
